setting initial condition
minimizing
NVT equilibration
start simulation
   0%|          | 0/5000 [00:00<?, ?it/s]#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
 40%|████      | 2012/5000 [02:21<02:40, 18.64it/s]445.2%	2226200	-35173.20762798822	299.9140568017503	1.0467212600911053	245	23:39:45
445.3%	2226300	-35112.79356548822	300.67775959071975	1.0467212600911053	245	23:39:45
445.3%	2226400	-34951.19981548822	288.8705084879425	1.0467212600911053	245	23:39:45
 40%|████      | 2015/5000 [02:21<02:30, 19.82it/s]445.3%	2226500	-34960.46255925513	295.6758450659611	1.0453654425248244	246	23:39:45
445.3%	2226600	-34991.525355841964	303.7312835428607	1.049515077216882	246	23:39:46
445.3%	2226700	-34949.785367746925	304.2029214554955	1.0459229403530264	246	23:39:46
 40%|████      | 2018/5000 [02:22<02:23, 20.79it/s]445.4%	2226800	-34908.261930246925	288.37841269548755	1.0459229403530264	246	23:39:46
445.4%	2226900	-35012.46792774988	302.4728082411784	1.0496605681046733	246	23:39:46
445.4%	2227000	-34804.26619229565	299.48048018448907	1.0437655963783556	246	23:39:46
 40%|████      | 2021/5000 [02:22<02:39, 18.64it/s]445.4%	2227100	-35049.18806729565	301.0102886861499	1.0437655963783556	246	23:39:46
445.4%	2227200	-35118.25011419185	302.69354994676814	1.0414667900018495	246	23:39:45
 40%|████      | 2023/5000 [02:22<02:57, 16.77it/s]445.5%	2227300	-34801.30594869584	304.6118834929342	1.0469493102624623	246	23:39:45
445.5%	2227400	-35077.56376119584	306.1824336484874	1.0469493102624623	246	23:39:45
 40%|████      | 2025/5000 [02:22<03:08, 15.77it/s]445.5%	2227500	-34900.49613265469	296.34952161800175	1.048126462519271	246	23:39:45
445.5%	2227600	-34721.02471484785	305.49789461306784	1.0472141491806777	246	23:39:45
 41%|████      | 2027/5000 [02:22<03:06, 15.93it/s]445.5%	2227700	-34595.25908984785	305.8147833442327	1.0472141491806777	246	23:39:45
445.6%	2227800	-34519.40362395064	299.84769149897426	1.0434648805586777	246	23:39:45
 41%|████      | 2029/5000 [02:22<03:05, 15.99it/s]445.6%	2227900	-34986.94268645064	310.86281712625134	1.0434648805586777	246	23:39:45
445.6%	2228000	-35107.35867130314	308.40489623675825	1.0463095907681232	246	23:39:45
 41%|████      | 2031/5000 [02:22<03:04, 16.10it/s]445.6%	2228100	-34863.62674680847	297.4280132329505	1.0508364229064078	246	23:39:45
445.6%	2228200	-34880.71964323148	306.67079003746505	1.05806072944671	246	23:39:45
 41%|████      | 2033/5000 [02:23<03:02, 16.28it/s]445.7%	2228300	-34934.59080942586	292.72313342334104	1.0656042585823764	246	23:39:45
445.7%	2228400	-35049.23977323665	300.0602407419101	1.063845824826105	246	23:39:45
 41%|████      | 2035/5000 [02:23<03:00, 16.46it/s]445.7%	2228500	-34983.43644056862	305.3173338899147	1.0540688320108547	246	23:39:45
445.7%	2228600	-35323.84443058612	295.7167499282324	1.0506479454246829	246	23:39:45
 41%|████      | 2037/5000 [02:23<03:17, 15.01it/s]445.7%	2228700	-35057.8648564388	298.4144800757411	1.0534369408492752	246	23:39:45
445.8%	2228800	-35052.28967780431	303.1364203264142	1.0532055547140653	246	23:39:45
 41%|████      | 2039/5000 [02:23<03:12, 15.35it/s]445.8%	2228900	-35221.1968768916	297.29953926898	1.051716551484947	246	23:39:45
445.8%	2229000	-35084.0640643916	306.4063701838595	1.051716551484947	246	23:39:45
 41%|████      | 2041/5000 [02:23<03:30, 14.07it/s]445.8%	2229100	-35007.020433977246	296.9688130586623	1.0581049460946166	246	23:39:44
445.8%	2229200	-34961.325121477246	301.8273303012729	1.0581049460946166	246	23:39:44
 41%|████      | 2043/5000 [02:23<03:48, 12.96it/s]445.9%	2229300	-34981.3108851728	302.0862857787651	1.0598850041250922	246	23:39:44
445.9%	2229400	-35139.06434582034	300.468773607354	1.0568364222868074	246	23:39:44
 41%|████      | 2045/5000 [02:24<04:01, 12.24it/s]445.9%	2229500	-35055.43287566333	294.6880403809667	1.0500587291139745	246	23:39:43
445.9%	2229600	-35393.02817824797	307.7658793139424	1.04690038256357	246	23:39:43
 41%|████      | 2047/5000 [02:24<03:56, 12.51it/s]445.9%	2229700	-35084.38226139228	303.76231430633237	1.0415474962744993	246	23:39:43
446.0%	2229800	-34971.26052528038	299.0040337254534	1.0380555984100492	245	23:39:43
 41%|████      | 2049/5000 [02:24<04:10, 11.79it/s]446.0%	2229900	-34954.9077517144	299.8177190102385	1.0361893273315574	245	23:39:43
446.0%	2230000	-34872.59038403124	307.5607729850407	1.036751893297417	245	23:39:42
 41%|████      | 2051/5000 [02:24<04:02, 12.14it/s]446.0%	2230100	-34783.98882153124	297.3626274022455	1.036751893297417	245	23:39:42
446.0%	2230200	-34940.78982527432	296.53890366717377	1.0433267095098007	245	23:39:42
 41%|████      | 2053/5000 [02:24<03:45, 13.08it/s]446.1%	2230300	-34968.55185666797	297.5774442933354	1.047079540721352	245	23:39:42
446.1%	2230400	-34797.06934203234	294.56969254332796	1.0381904448155745	245	23:39:42
 41%|████      | 2055/5000 [02:24<03:32, 13.87it/s]446.1%	2230500	-34943.977131139894	291.44304993842445	1.04332451734151	245	23:39:42
446.1%	2230600	-35097.51949392812	292.9309144866332	1.045390817628911	245	23:39:42
 41%|████      | 2057/5000 [02:24<03:34, 13.71it/s]446.1%	2230700	-35133.160219048325	292.61847331490236	1.0434511336372685	245	23:39:42
446.2%	2230800	-35062.457094048325	295.32833925334336	1.0434511336372685	245	23:39:42
 41%|████      | 2059/5000 [02:25<03:36, 13.55it/s]446.2%	2230900	-34604.419303686795	298.35876984242253	1.038437024578243	245	23:39:42
446.2%	2231000	-35034.03307937819	309.51384533175815	1.0466028508115048	245	23:39:42
 41%|████      | 2061/5000 [02:25<03:39, 13.37it/s]446.2%	2231100	-34807.88579763108	295.6915821285726	1.0504093118440838	245	23:39:42
446.2%	2231200	-35068.83537442278	301.26582184017184	1.0555741571821025	245	23:39:42
 41%|████▏     | 2063/5000 [02:25<03:31, 13.92it/s]446.3%	2231300	-34614.423534142436	299.6018287272316	1.0605395057317086	245	23:39:41
446.3%	2231400	-34863.7200868839	290.3079290361185	1.0541841100745752	245	23:39:41
 41%|████▏     | 2065/5000 [02:25<03:38, 13.44it/s]446.3%	2231500	-34743.69794051745	296.2424023079933	1.0507581546854234	245	23:39:41
446.3%	2231600	-34987.44115471488	297.4837757651285	1.0457412741032959	245	23:39:41
 41%|████▏     | 2067/5000 [02:25<03:28, 14.08it/s]446.3%	2231700	-35193.05926025627	306.6975334542167	1.0566025583501417	245	23:39:41
446.4%	2231800	-34817.2914024553	300.0284774419022	1.050843120727464	245	23:39:41
 41%|████▏     | 2069/5000 [02:25<03:22, 14.49it/s]446.4%	2231900	-34950.50787209626	296.2043943055647	1.0546107811433911	245	23:39:41
446.4%	2232000	-35110.66063190982	296.6460839576114	1.0483960508929895	245	23:39:41
 41%|████▏     | 2071/5000 [02:25<03:29, 14.00it/s]446.4%	2232100	-35225.83868866737	305.72385102051015	1.0414083479175509	245	23:39:41
446.4%	2232200	-34773.33868866737	290.8405381601978	1.0414083479175509	245	23:39:41
 41%|████▏     | 2073/5000 [02:26<03:20, 14.59it/s]446.5%	2232300	-34934.74066360472	303.66432594762256	1.0475353928827857	245	23:39:41
446.5%	2232400	-34975.28753860472	308.11833273849516	1.0475353928827857	245	23:39:41
 42%|████▏     | 2075/5000 [02:26<03:39, 13.31it/s]446.5%	2232500	-35183.85003860472	294.67326029035155	1.0475353928827857	245	23:39:41
446.5%	2232600	-35015.05328494479	298.1021727271642	1.048507170331102	245	23:39:40
 42%|████▏     | 2077/5000 [02:26<03:44, 13.01it/s]446.5%	2232700	-34696.35797244479	297.1855889121659	1.048507170331102	245	23:39:40
446.6%	2232800	-35190.60471393453	300.6145321403968	1.0468824360170639	245	23:39:40
 42%|████▏     | 2079/5000 [02:26<03:45, 12.98it/s]446.6%	2232900	-35058.133157449745	309.073289683691	1.0463214320982526	245	23:39:40
446.6%	2233000	-34950.836282449745	304.52627896500746	1.0463214320982526	245	23:39:40
 42%|████▏     | 2081/5000 [02:26<03:44, 13.01it/s]446.6%	2233100	-34870.3923291215	294.3213216899432	1.0471307494708189	245	23:39:40
446.6%	2233200	-34936.00138944166	296.54671810554913	1.048097603377296	245	23:39:40
 42%|████▏     | 2083/5000 [02:26<03:31, 13.79it/s]446.7%	2233300	-34856.86857694166	298.0378683352791	1.048097603377296	245	23:39:40
446.7%	2233400	-34751.41141124259	308.54771901986624	1.0505221033645074	245	23:39:40
 42%|████▏     | 2085/5000 [02:26<03:21, 14.47it/s]446.7%	2233500	-34984.54803275128	300.11665845879537	1.048094987126785	245	23:39:40
446.7%	2233600	-34850.8420939089	313.24883232656595	1.0478867754986596	245	23:39:40
 42%|████▏     | 2087/5000 [02:27<03:14, 14.95it/s]446.7%	2233700	-34999.658093573846	303.0876012620091	1.0427213820086159	245	23:39:40
446.8%	2233800	-34991.10015747766	302.8716759190908	1.0425082611354557	245	23:39:40
 42%|████▏     | 2089/5000 [02:27<03:22, 14.36it/s]446.8%	2233900	-34942.88921997766	294.27206595872065	1.0425082611354557	245	23:39:39
446.8%	2234000	-34921.124437363294	299.5451527794964	1.0506339069375439	245	23:39:39
 42%|████▏     | 2091/5000 [02:27<03:30, 13.79it/s]446.8%	2234100	-35113.19681712563	296.32340541928727	1.052333408509266	245	23:39:39
446.8%	2234200	-35059.39994212563	307.869164488029	1.052333408509266	245	23:39:39
 42%|████▏     | 2093/5000 [02:27<03:34, 13.55it/s]446.9%	2234300	-34652.136128699785	310.5262019709228	1.045825670430084	245	23:39:39
446.9%	2234400	-34600.83459451827	306.925148552206	1.0422443051691208	245	23:39:39
 42%|████▏     | 2095/5000 [02:27<03:37, 13.36it/s]446.9%	2234500	-34657.339788208075	302.33655515824904	1.0491840221451263	245	23:39:39
446.9%	2234600	-34783.12877784856	302.57367818516997	1.0420374731160484	245	23:39:38
 42%|████▏     | 2097/5000 [02:27<03:49, 12.66it/s]446.9%	2234700	-35147.218839154724	293.0161268289626	1.0443777291076095	245	23:39:38
447.0%	2234800	-34880.292940215586	301.4260286071374	1.0474199502504085	245	23:39:38
 42%|████▏     | 2099/5000 [02:27<03:33, 13.56it/s]447.0%	2234900	-34962.511690215586	307.97921595229934	1.0474199502504085	245	23:39:38
447.0%	2235000	-34936.21306627823	293.493009788429	1.0474002012290882	245	23:39:38
 42%|████▏     | 2101/5000 [02:28<03:23, 14.25it/s]447.0%	2235100	-34874.4241535785	302.89360605755803	1.047578330461965	245	23:39:38
447.0%	2235200	-34825.6507160785	291.2088927748833	1.047578330461965	245	23:39:38
 42%|████▏     | 2103/5000 [02:28<03:15, 14.80it/s]447.1%	2235300	-35107.3382160785	289.93734401803243	1.047578330461965	245	23:39:38
447.1%	2235400	-35342.75607275913	294.85588845469255	1.051767460024833	245	23:39:38
 42%|████▏     | 2105/5000 [02:28<03:23, 14.20it/s]447.1%	2235500	-35090.89307683194	307.7362316900663	1.049080007176053	245	23:39:38
447.1%	2235600	-34806.48963197641	304.9537694903148	1.0455829291732237	245	23:39:38
 42%|████▏     | 2107/5000 [02:28<03:29, 13.81it/s]447.1%	2235700	-34741.25525697641	297.178354186188	1.0455829291732237	245	23:39:38
447.2%	2235800	-34918.782803779584	300.442089584893	1.047129051808012	245	23:39:38
 42%|████▏     | 2109/5000 [02:28<03:20, 14.38it/s]447.2%	2235900	-35095.74005577044	301.9093224962785	1.0511455017814597	245	23:39:38
447.2%	2236000	-34776.29474327044	289.3809138737848	1.0511455017814597	245	23:39:38
 42%|████▏     | 2111/5000 [02:28<03:15, 14.79it/s]447.2%	2236100	-35009.24786827044	298.10162210077164	1.0511455017814597	245	23:39:38
447.2%	2236200	-35222.45880577044	297.36453572500307	1.0511455017814597	245	23:39:38
 42%|████▏     | 2113/5000 [02:28<03:12, 15.02it/s]447.3%	2236300	-35114.3537262328	300.8160751783705	1.0549874164509199	245	23:39:38
447.3%	2236400	-35221.14344494222	297.9736863078037	1.056847422082715	245	23:39:38
 42%|████▏     | 2115/5000 [02:29<03:08, 15.34it/s]447.3%	2236500	-34911.89799678896	301.98272529088104	1.0528407548034948	245	23:39:38
447.3%	2236600	-34996.72612178896	299.07697972814725	1.0528407548034948	245	23:39:37
 42%|████▏     | 2117/5000 [02:29<03:23, 14.13it/s]447.3%	2236700	-34837.76165938974	308.8137590369524	1.0535949211882476	245	23:39:37
447.4%	2236800	-34765.23812407252	295.33176125898376	1.0529762847325632	245	23:39:37
 42%|████▏     | 2119/5000 [02:29<03:17, 14.60it/s]447.4%	2236900	-34966.01156157252	296.71359539921644	1.0529762847325632	245	23:39:37
447.4%	2237000	-34900.73553405248	291.3503674109054	1.0491536279380835	245	23:39:37
 42%|████▏     | 2121/5000 [02:29<03:12, 14.97it/s]447.4%	2237100	-35163.57990421401	296.38260646344287	1.0446614698068566	245	23:39:37
447.4%	2237200	-35025.77521671401	298.14999129509295	1.0446614698068566	245	23:39:37
 42%|████▏     | 2123/5000 [02:29<03:09, 15.20it/s]447.5%	2237300	-35043.137950438046	302.3140076850158	1.0473459618543	245	23:39:37
447.5%	2237400	-35021.42651187722	307.16062032450867	1.042929361710136	245	23:39:37
 42%|████▎     | 2125/5000 [02:29<03:06, 15.44it/s]447.5%	2237500	-35000.40617898438	309.17667552140307	1.049227956837702	245	23:39:37
447.5%	2237600	-35072.44947352636	308.53409737957116	1.050334371224427	245	23:39:37
 43%|████▎     | 2127/5000 [02:29<03:04, 15.61it/s]447.5%	2237700	-35088.70728602636	295.9928239531299	1.050334371224427	245	23:39:37
447.6%	2237800	-35023.385077163664	297.7942242285269	1.054723899633997	245	23:39:37
 43%|████▎     | 2129/5000 [02:29<03:14, 14.76it/s]447.6%	2237900	-35196.44311690435	308.418568536398	1.0532620328414481	245	23:39:37
447.6%	2238000	-35133.26050344639	299.37615553427986	1.0530525552028793	245	23:39:36
 43%|████▎     | 2131/5000 [02:30<03:41, 12.98it/s]447.6%	2238100	-34851.516671153775	293.9901831081213	1.0449178486115542	245	23:39:36
447.6%	2238200	-34712.04169671025	302.0498035183042	1.0428185287276521	245	23:39:36
 43%|████▎     | 2133/5000 [02:30<03:56, 12.13it/s]447.7%	2238300	-34927.32269617589	302.95255961200525	1.0402573532379351	245	23:39:36
447.7%	2238400	-34770.390803249524	307.97153224720506	1.0449962670695891	245	23:39:35
 43%|████▎     | 2135/5000 [02:30<04:06, 11.62it/s]447.7%	2238500	-34787.265803249524	301.6362576333079	1.0449962670695891	245	23:39:35
447.7%	2238600	-35007.8912200091	296.0251877409293	1.0527642313245686	245	23:39:35
 43%|████▎     | 2137/5000 [02:30<04:12, 11.32it/s]447.7%	2238700	-34908.78468459484	304.38313963468744	1.0543842351379713	245	23:39:35
447.8%	2238800	-35005.99562209484	299.336216218412	1.0543842351379713	245	23:39:34
 43%|████▎     | 2139/5000 [02:30<04:17, 11.13it/s]447.8%	2238900	-35056.343913122546	297.96764474922213	1.055053044379281	245	23:39:34
447.8%	2239000	-35122.15060381865	302.68022045183454	1.054546351434375	245	23:39:34
 43%|████▎     | 2141/5000 [02:31<04:19, 11.00it/s]447.8%	2239100	-35458.98153127698	286.4360006478865	1.0559894983184128	245	23:39:34
447.8%	2239200	-35514.81023162493	291.38108858379917	1.0529083356426454	245	23:39:34
 43%|████▎     | 2143/5000 [02:31<04:12, 11.31it/s]447.9%	2239300	-35137.19860903121	302.84447202996466	1.0570292414177087	245	23:39:33
447.9%	2239400	-35174.62048403121	305.1730147398119	1.0570292414177087	245	23:39:33
 43%|████▎     | 2145/5000 [02:31<04:13, 11.24it/s]447.9%	2239500	-35215.49989832382	297.6569997501285	1.059725652958032	245	23:39:33
447.9%	2239600	-34990.91396082382	306.69234419200916	1.059725652958032	245	23:39:33
 43%|████▎     | 2147/5000 [02:31<03:52, 12.29it/s]447.9%	2239700	-35105.88271082382	295.4434142513305	1.059725652958032	245	23:39:33
448.0%	2239800	-35160.43291959676	309.0098450826538	1.0585282341570734	245	23:39:33
 43%|████▎     | 2149/5000 [02:31<03:47, 12.51it/s]448.0%	2239900	-34978.64385709676	298.5161154974461	1.0585282341570734	245	23:39:33
448.0%	2240000	-35192.0095642831	294.75228446087107	1.0583350807514582	245	23:39:33
 43%|████▎     | 2151/5000 [02:31<03:32, 13.43it/s]448.0%	2240100	-34859.99998091749	302.34071886265866	1.0555802999769293	245	23:39:33
448.0%	2240200	-35050.10779614604	300.4319491502839	1.057503501569174	245	23:39:33
 43%|████▎     | 2153/5000 [02:31<03:21, 14.13it/s]448.1%	2240300	-34891.48543738303	295.81831897224953	1.0578862018214892	245	23:39:33
448.1%	2240400	-34972.88712694423	299.1477424943486	1.0606577082744295	245	23:39:33
 43%|████▎     | 2155/5000 [02:32<03:14, 14.65it/s]448.1%	2240500	-35001.08818265074	291.69988306157677	1.0580759953349685	245	23:39:33
448.1%	2240600	-35030.10736213601	305.6290415523415	1.056792849977279	245	23:39:33
 43%|████▎     | 2157/5000 [02:32<03:09, 15.04it/s]448.1%	2240700	-35005.869643969316	298.1943130969092	1.0484625276389339	245	23:39:33
448.2%	2240800	-35099.781823338824	308.0739413968051	1.0487059198365185	245	23:39:32
 43%|████▎     | 2159/5000 [02:32<03:19, 14.25it/s]448.2%	2240900	-34999.742760838824	294.6269432986419	1.0487059198365185	245	23:39:32
448.2%	2241000	-34807.089539276116	298.58817786627407	1.0527099649302494	245	23:39:32
 43%|████▎     | 2161/5000 [02:32<03:23, 13.92it/s]448.2%	2241100	-34942.81096655817	295.03316125522923	1.0518580083993747	245	23:39:32
448.2%	2241200	-34793.50136021225	295.2981049630282	1.0513613705164684	245	23:39:32
 43%|████▎     | 2163/5000 [02:32<03:16, 14.41it/s]448.3%	2241300	-34845.05642910581	306.84488552578654	1.054012242512946	245	23:39:32
448.3%	2241400	-35033.26736660581	300.7122024068347	1.054012242512946	245	23:39:32
 43%|████▎     | 2165/5000 [02:32<03:10, 14.87it/s]448.3%	2241500	-34804.178370387555	309.5929375893455	1.0549481107047927	245	23:39:32
448.3%	2241600	-34918.4480923611	297.2243870304109	1.0493483678148925	245	23:39:32
 43%|████▎     | 2167/5000 [02:32<03:05, 15.24it/s]448.3%	2241700	-35038.6355923611	293.079435320881	1.0493483678148925	245	23:39:32
448.4%	2241800	-34886.14830397302	300.9448413771545	1.055490788825271	245	23:39:32
 43%|████▎     | 2169/5000 [02:33<03:02, 15.53it/s]448.4%	2241900	-34784.8960686521	297.1886656015231	1.0558184229275174	245	23:39:32
448.4%	2242000	-34799.28849388499	304.04605189664903	1.052133559764653	245	23:39:32
 43%|████▎     | 2171/5000 [02:33<03:13, 14.59it/s]448.4%	2242100	-34660.94142514808	299.3081746535198	1.0484791119769725	245	23:39:32
448.4%	2242200	-34488.31198638925	300.25638196953304	1.0515166489711842	245	23:39:32
 43%|████▎     | 2173/5000 [02:33<03:28, 13.57it/s]448.5%	2242300	-34452.08018324053	308.18577253319916	1.042370930654719	245	23:39:32
448.5%	2242400	-34789.34280878602	303.8837012977198	1.0479830667429042	245	23:39:32
 44%|████▎     | 2175/5000 [02:33<03:19, 14.14it/s]448.5%	2242500	-34479.56363658147	302.7172794221036	1.0497709060975802	245	23:39:31
448.5%	2242600	-34845.69593867709	311.7638891076669	1.0464128265638244	245	23:39:31
 44%|████▎     | 2177/5000 [02:33<03:23, 13.87it/s]448.5%	2242700	-34974.57478229131	294.13648316582254	1.0428392561308653	245	23:39:31
448.6%	2242800	-35102.21534588761	292.23614251937687	1.0433678758184801	245	23:39:31
 44%|████▎     | 2179/5000 [02:33<03:14, 14.48it/s]448.6%	2242900	-35207.82064964247	303.34742448126764	1.0389109611104	245	23:39:31
448.6%	2243000	-35411.18767225489	302.40024314997464	1.0417321021798718	245	23:39:31
 44%|████▎     | 2181/5000 [02:33<03:10, 14.81it/s]448.6%	2243100	-35173.88309978382	285.35443332294807	1.0421744953040093	245	23:39:31
448.6%	2243200	-35109.29535059974	304.5774371928312	1.0455063537871558	245	23:39:31
 44%|████▎     | 2183/5000 [02:34<03:17, 14.24it/s]448.7%	2243300	-35264.248641725164	307.64049498847953	1.0531832690349872	245	23:39:31
448.7%	2243400	-35098.610305603535	293.6625874225293	1.0540030846655972	245	23:39:31
 44%|████▎     | 2185/5000 [02:34<03:22, 13.87it/s]448.7%	2243500	-35174.44239393898	301.90780802509016	1.049989771909802	245	23:39:31
448.7%	2243600	-34978.40333143898	304.85471919798664	1.049989771909802	245	23:39:31
 44%|████▎     | 2187/5000 [02:34<03:14, 14.48it/s]448.7%	2243700	-34951.73145643898	304.0672417479668	1.049989771909802	245	23:39:31
448.8%	2243800	-35041.77833143898	296.9653780344998	1.049989771909802	245	23:39:31
 44%|████▍     | 2189/5000 [02:34<03:17, 14.25it/s]448.8%	2243900	-34926.86845351494	289.2499010132543	1.046508270463813	245	23:39:31
448.8%	2244000	-35015.51256173401	309.8680939410568	1.0461947276423431	245	23:39:30
 44%|████▍     | 2191/5000 [02:34<03:21, 13.93it/s]448.8%	2244100	-34800.62366108253	300.0276603440434	1.0455966671041546	245	23:39:30
448.8%	2244200	-35035.0611387986	305.39730027243775	1.0472725734941841	245	23:39:30
 44%|████▍     | 2193/5000 [02:34<03:24, 13.70it/s]448.9%	2244300	-35049.774028119864	292.99687169882975	1.0484414584445925	245	23:39:30
448.9%	2244400	-34965.28085297288	302.6514586656305	1.046577710216308	245	23:39:30
 44%|████▍     | 2195/5000 [02:34<03:15, 14.34it/s]448.9%	2244500	-35119.893953802355	299.97911876570686	1.0450318431495684	245	23:39:30
448.9%	2244600	-34903.079093706445	308.65042352423296	1.045093411761735	245	23:39:30
 44%|████▍     | 2197/5000 [02:35<03:09, 14.76it/s]448.9%	2244700	-34992.959371806646	294.814914264001	1.0501814861940049	245	23:39:30
449.0%	2244800	-35110.341701370344	305.6009983064453	1.0500878140284284	245	23:39:30
 44%|████▍     | 2199/5000 [02:35<03:19, 14.06it/s]449.0%	2244900	-34877.29585932943	297.3711102622981	1.0540693261582625	245	23:39:30
449.0%	2245000	-35087.5159591744	307.7583904925328	1.0537316932510186	245	23:39:30
 44%|████▍     | 2201/5000 [02:35<03:11, 14.62it/s]449.0%	2245100	-34753.24746309049	293.84913864692874	1.0577573397240374	245	23:39:30
449.0%	2245200	-35357.42715059049	311.05960870958114	1.0577573397240374	245	23:39:30
 44%|████▍     | 2203/5000 [02:35<03:07, 14.96it/s]449.1%	2245300	-35031.34980535667	303.6166939135892	1.065352965367604	245	23:39:30
449.1%	2245400	-35377.53260938256	300.8205581069576	1.061065433898763	245	23:39:29
 44%|████▍     | 2205/5000 [02:35<03:24, 13.66it/s]449.1%	2245500	-35149.46106258311	291.8803355636465	1.0614925903907129	245	23:39:29
449.1%	2245600	-35157.65791961187	300.04846379003743	1.0624804385026798	245	23:39:29
 44%|████▍     | 2207/5000 [02:35<03:14, 14.33it/s]449.1%	2245700	-35079.76157971844	299.48807927655923	1.0615337174262875	245	23:39:29
449.2%	2245800	-34585.8185754953	286.1333082590028	1.0485916125667365	245	23:39:29
 44%|████▍     | 2209/5000 [02:35<03:07, 14.86it/s]449.2%	2245900	-35085.05523413865	303.1029731145279	1.053204779340799	245	23:39:29
449.2%	2246000	-35014.58648413865	298.7893568434895	1.053204779340799	245	23:39:29
 44%|████▍     | 2211/5000 [02:36<03:35, 12.92it/s]449.2%	2246100	-35135.25835913865	296.99257928943535	1.053204779340799	245	23:39:29
449.2%	2246200	-34886.817108584015	299.1150444317819	1.0498983308349608	245	23:39:29
 44%|████▍     | 2213/5000 [02:36<03:24, 13.64it/s]449.3%	2246300	-34867.76425896378	308.14321608624135	1.0470960812132237	245	23:39:29
449.3%	2246400	-34855.573756331345	297.005940047245	1.050943804552133	245	23:39:29
 44%|████▍     | 2215/5000 [02:36<03:25, 13.58it/s]449.3%	2246500	-34905.28799244415	293.16039522786923	1.0457761407791035	245	23:39:29
449.3%	2246600	-35333.70880209704	306.26004894486164	1.0459405485531545	245	23:39:28
 44%|████▍     | 2217/5000 [02:36<03:28, 13.32it/s]449.3%	2246700	-35200.55617809977	291.2181331041628	1.0510981863244429	245	23:39:28
449.4%	2246800	-35365.187616995856	305.88420500925736	1.0526706147498692	245	23:39:28
 44%|████▍     | 2219/5000 [02:36<03:44, 12.37it/s]449.4%	2246900	-35170.88993111756	305.45294234555934	1.0531025525185018	245	23:39:28
449.4%	2247000	-35016.23810466728	310.3615512776571	1.0603864484364476	245	23:39:27
 44%|████▍     | 2221/5000 [02:36<03:55, 11.80it/s]449.4%	2247100	-34707.84558254821	290.91995768938625	1.0538368317491418	245	23:39:27
449.4%	2247200	-35145.639314070984	297.45592437851076	1.0606824053356598	245	23:39:27
 44%|████▍     | 2223/5000 [02:37<04:02, 11.44it/s]449.5%	2247300	-35159.983110106	302.96324135215946	1.0550369191995652	245	23:39:27
449.5%	2247400	-35142.67548097513	284.86734581568834	1.0589735502123057	245	23:39:26
 44%|████▍     | 2225/5000 [02:37<04:06, 11.24it/s]449.5%	2247500	-34981.84735597513	291.9455325332528	1.0589735502123057	245	23:39:26
449.5%	2247600	-35005.09735597513	293.98612115492193	1.0589735502123057	245	23:39:26
 45%|████▍     | 2227/5000 [02:37<04:07, 11.22it/s]449.5%	2247700	-34847.60872242827	293.1387706998374	1.0546027393339088	245	23:39:26
449.6%	2247800	-34943.20008065857	291.23289605392125	1.0532524487941004	245	23:39:26
 45%|████▍     | 2229/5000 [02:37<03:54, 11.83it/s]449.6%	2247900	-35095.07508065857	296.27645852151227	1.0532524487941004	245	23:39:26
449.6%	2248000	-34930.61464516734	294.33787073465106	1.0529052421102736	245	23:39:26
 45%|████▍     | 2231/5000 [02:37<03:35, 12.85it/s]449.6%	2248100	-35136.533974260965	298.73026258894254	1.0593164692581443	245	23:39:26
449.6%	2248200	-34828.5836914526	298.01127566007796	1.04902695866646	245	23:39:26
 45%|████▍     | 2233/5000 [02:37<03:22, 13.68it/s]449.7%	2248300	-35074.7711914526	306.3975089174367	1.04902695866646	245	23:39:26
449.7%	2248400	-34772.0133789526	298.20898081455204	1.04902695866646	245	23:39:26
 45%|████▍     | 2235/5000 [02:37<03:12, 14.38it/s]449.7%	2248500	-35064.6696289526	303.94246268440094	1.04902695866646	245	23:39:25
449.7%	2248600	-35087.76061448123	297.5439939456291	1.0555239366189748	245	23:39:25
 45%|████▍     | 2237/5000 [02:38<03:16, 14.09it/s]449.7%	2248700	-34963.76842698123	298.9622073380867	1.0555239366189748	245	23:39:25
449.8%	2248800	-35193.19811448123	302.1808268387536	1.0555239366189748	245	23:39:25
 45%|████▍     | 2239/5000 [02:38<03:28, 13.27it/s]449.8%	2248900	-35009.13002353758	299.80550792475174	1.0511380803001644	245	23:39:25
449.8%	2249000	-34880.77846103758	302.32656457600507	1.0511380803001644	245	23:39:25
 45%|████▍     | 2241/5000 [02:38<03:18, 13.89it/s]449.8%	2249100	-34968.10658603758	304.65596100619183	1.0511380803001644	245	23:39:25
449.8%	2249200	-35211.231561980036	309.46633626970555	1.036581699515494	245	23:39:25
 45%|████▍     | 2243/5000 [02:38<03:10, 14.50it/s]449.9%	2249300	-35086.817499480036	308.49167445169456	1.036581699515494	245	23:39:25
449.9%	2249400	-34914.840936980036	304.31064414399594	1.036581699515494	245	23:39:25
 45%|████▍     | 2245/5000 [02:38<03:15, 14.08it/s]449.9%	2249500	-35144.49093736496	305.13488093013393	1.0500086117957386	245	23:39:25
449.9%	2249600	-34838.65835362094	308.2611331398665	1.0496053882324081	245	23:39:25
